# time  created  delivered  delivered/created
3957.0000 357 195 0.5462
3957.0000 357 196 0.5490
3958.0000 358 196 0.5475
3958.0000 358 197 0.5503
3958.0000 358 198 0.5531
3959.0000 359 198 0.5515
3959.0000 359 199 0.5543
3960.0000 360 199 0.5528
3960.0000 360 200 0.5556
3963.0000 360 201 0.5583
3964.0000 360 202 0.5611
3966.0000 360 203 0.5639
3969.0000 360 204 0.5667
3970.0000 360 205 0.5694
3972.0000 360 206 0.5722
3973.0000 360 207 0.5750
3975.0000 360 208 0.5778
3976.0000 360 209 0.5806
3977.0000 360 210 0.5833
3978.0000 360 211 0.5861
3979.0000 360 212 0.5889
3979.0000 360 213 0.5917
3980.0000 360 214 0.5944
3981.0000 360 215 0.5972
3982.0000 360 216 0.6000
3983.0000 360 217 0.6028
3984.0000 360 218 0.6056
3985.0000 360 219 0.6083
3986.0000 360 220 0.6111
3988.0000 360 221 0.6139
3990.0000 360 222 0.6167
3991.0000 360 223 0.6194
3992.0000 360 224 0.6222
3994.0000 360 225 0.6250
3996.0000 360 226 0.6278
3997.0000 360 227 0.6306
3999.0000 360 228 0.6333
4001.0000 360 229 0.6361
4002.0000 360 230 0.6389
4002.0000 360 231 0.6417
4004.0000 360 232 0.6444
4005.0000 360 233 0.6472
4009.0000 360 234 0.6500
4016.0000 360 235 0.6528
4023.0000 360 236 0.6556
4036.0000 360 237 0.6583
4954.0000 360 238 0.6611
5022.0000 360 239 0.6639
5183.0000 360 240 0.6667
5184.0000 360 241 0.6694
5195.0000 360 242 0.6722
5346.0000 360 243 0.6750
5362.0000 360 244 0.6778
5363.0000 360 245 0.6806
5364.0000 360 246 0.6833
5383.0000 360 247 0.6861
5384.0000 360 248 0.6889
5404.0000 360 249 0.6917
5405.0000 360 250 0.6944
5406.0000 360 251 0.6972
5549.0000 360 252 0.7000
5592.0000 360 253 0.7028
5593.0000 360 254 0.7056
5598.0000 360 255 0.7083
5673.0000 360 256 0.7111
5674.0000 360 257 0.7139
5738.0000 360 258 0.7167
5739.0000 360 259 0.7194
5740.0000 360 260 0.7222
5741.0000 360 261 0.7250
5742.0000 360 262 0.7278
5743.0000 360 263 0.7306
5956.0000 360 264 0.7333
6087.0000 360 265 0.7361
6111.0000 360 266 0.7389
6152.0000 360 267 0.7417
6211.0000 360 268 0.7444
6212.0000 360 269 0.7472
6213.0000 360 270 0.7500
6214.0000 360 271 0.7528
6361.0000 360 272 0.7556
6364.0000 360 273 0.7583
6366.0000 360 274 0.7611
6401.0000 360 275 0.7639
6452.0000 360 276 0.7667
6924.0000 360 277 0.7694
7028.0000 360 278 0.7722
7087.0000 360 279 0.7750
7228.0000 360 280 0.7778
7229.0000 360 281 0.7806
7230.0000 360 282 0.7833
7231.0000 360 283 0.7861
7232.0000 360 284 0.7889
7233.0000 360 285 0.7917
7234.0000 360 286 0.7944
7265.0000 360 287 0.7972
7266.0000 360 288 0.8000
7267.0000 360 289 0.8028
7268.0000 360 290 0.8056
7269.0000 360 291 0.8083
7270.0000 360 292 0.8111
7271.0000 360 293 0.8139
7314.0000 360 294 0.8167
7565.0000 360 295 0.8194
7776.0000 360 296 0.8222
8145.0000 360 297 0.8250
8146.0000 360 298 0.8278
8147.0000 360 299 0.8306
8148.0000 360 300 0.8333
8169.0000 360 301 0.8361
8519.0000 360 302 0.8389
9146.0000 360 303 0.8417
9156.0000 360 304 0.8444
9218.0000 360 305 0.8472
9219.0000 360 306 0.8500
9344.0000 360 307 0.8528
9787.0000 360 308 0.8556
9955.0000 360 309 0.8583
9956.0000 360 310 0.8611
9975.0000 360 311 0.8639
10011.0000 360 312 0.8667
10012.0000 360 313 0.8694
10013.0000 360 314 0.8722
10014.0000 360 315 0.8750
10015.0000 360 316 0.8778
10312.0000 360 317 0.8806
10582.0000 360 318 0.8833
11515.0000 360 319 0.8861
11516.0000 360 320 0.8889
11517.0000 360 321 0.8917
11518.0000 360 322 0.8944
11519.0000 360 323 0.8972
11520.0000 360 324 0.9000
11790.0000 360 325 0.9028
11969.0000 360 326 0.9056
12924.0000 360 327 0.9083
13094.0000 360 328 0.9111
13211.0000 360 329 0.9139
13700.0000 360 330 0.9167
13754.0000 360 331 0.9194
13890.0000 360 332 0.9222
14155.0000 360 333 0.9250
14169.0000 360 334 0.9278
14276.0000 360 335 0.9306
14277.0000 360 336 0.9333
14278.0000 360 337 0.9361
14350.0000 360 338 0.9389
14538.0000 360 339 0.9417
14595.0000 360 340 0.9444
14596.0000 360 341 0.9472
14597.0000 360 342 0.9500
14598.0000 360 343 0.9528
14617.0000 360 344 0.9556
14618.0000 360 345 0.9583
14619.0000 360 346 0.9611
14620.0000 360 347 0.9639
14621.0000 360 348 0.9667
14688.0000 360 349 0.9694
14689.0000 360 350 0.9722
14690.0000 360 351 0.9750
14691.0000 360 352 0.9778
14692.0000 360 353 0.9806
14693.0000 360 354 0.9833
14694.0000 360 355 0.9861
14695.0000 360 356 0.9889
14696.0000 360 357 0.9917
14697.0000 360 358 0.9944
14698.0000 360 359 0.9972
14877.0000 360 360 1.0000
